Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
11,1,2,2,0,3,3,"('united states', 'location')","('yang', 'person'); ('yang's family', 'person')","('mr. yang', 'person'); ('mr. yang's family', 'person')",,"('united states', 'yang'); ('united states', 'yang's family'); ('yang', 'yang's family')","('mr. yang', 'mr. yang's family'); ('mr. yang', 'united states'); ('mr. yang's family', 'united states')"
12,2,2,1,1,5,2,"('garcia', 'person'); ('san antonio', 'location')","('alien', 'person'); ('group', 'person')","('aliens', 'person')","('garcia', 'san antonio')","('alien', 'garcia'); ('alien', 'group'); ('alien', 'san antonio'); ('garcia', 'group'); ('group', 'san antonio')","('aliens', 'garcia'); ('aliens', 'san antonio')"
13,1,2,1,1,2,0,"('house', 'location')","('gun', 'means_of_transportation'); ('them', 'person')","('gun', 'smuggled_items')","('gun', 'house')","('gun', 'them'); ('house', 'them')",
14,5,0,0,10,0,0,"('abraham esqueda', 'person'); ('interstate highway 35', 'routes'); ('laredo', 'location'); ('san antonio', 'location'); ('victor barberena', 'person')",,,"('abraham esqueda', 'interstate highway 35'); ('abraham esqueda', 'laredo'); ('abraham esqueda', 'san antonio'); ('abraham esqueda', 'victor barberena'); ('interstate highway 35', 'laredo'); ('interstate highway 35', 'san antonio'); ('interstate highway 35', 'victor barberena'); ('laredo', 'san antonio'); ('laredo', 'victor barberena'); ('san antonio', 'victor barberena')",,
15,5,0,0,10,0,0,"('1982 ford f-150 extended cab pickup truck', 'means_of_transportation'); ('border patrol agents', 'person'); ('commercial gravel pit', 'location'); ('laredo, texas', 'location'); ('mines road', 'routes')",,,"('1982 ford f-150 extended cab pickup truck', 'border patrol agents'); ('1982 ford f-150 extended cab pickup truck', 'commercial gravel pit'); ('1982 ford f-150 extended cab pickup truck', 'laredo, texas'); ('1982 ford f-150 extended cab pickup truck', 'mines road'); ('border patrol agents', 'commercial gravel pit'); ('border patrol agents', 'laredo, texas'); ('border patrol agents', 'mines road'); ('commercial gravel pit', 'laredo, texas'); ('commercial gravel pit', 'mines road'); ('laredo, texas', 'mines road')",,
16,2,1,0,1,2,0,"('gas station', 'location'); ('men', 'person')","('she', 'person')",,"('gas station', 'men')","('gas station', 'she'); ('men', 'she')",
17,4,1,2,4,3,11,"('extended-cab dodge pickup truck', 'means_of_transportation'); ('garza', 'person'); ('interstate 35', 'routes'); ('laredo, texas', 'location')","('united states border patrol checkpoint', 'location')","('border patrol checkpoint', 'location'); ('united states', 'location')","('extended-cab dodge pickup truck', 'garza'); ('garza', 'interstate 35'); ('garza', 'laredo, texas'); ('interstate 35', 'laredo, texas')","('garza', 'united states border patrol checkpoint'); ('interstate 35', 'united states border patrol checkpoint'); ('laredo, texas', 'united states border patrol checkpoint')","('border patrol checkpoint', 'extended-cab dodge pickup truck'); ('border patrol checkpoint', 'garza'); ('border patrol checkpoint', 'interstate 35'); ('border patrol checkpoint', 'laredo, texas'); ('border patrol checkpoint', 'united states'); ('extended-cab dodge pickup truck', 'interstate 35'); ('extended-cab dodge pickup truck', 'laredo, texas'); ('extended-cab dodge pickup truck', 'united states'); ('garza', 'united states'); ('interstate 35', 'united states'); ('laredo, texas', 'united states')"
18,3,0,0,3,0,0,"('el paso, texas', 'location'); ('juarez, mexico', 'location'); ('united states', 'location')",,,"('el paso, texas', 'juarez, mexico'); ('el paso, texas', 'united states'); ('juarez, mexico', 'united states')",,
19,1,1,0,0,1,0,"('pacheco', 'person')","('trip', 'means_of_transportation')",,,"('pacheco', 'trip')",
20,4,0,0,5,1,0,"('agents', 'person'); ('illegal aliens', 'person'); ('munoz-martinez', 'person'); ('truck', 'means_of_transportation')",,,"('agents', 'illegal aliens'); ('agents', 'truck'); ('illegal aliens', 'munoz-martinez'); ('illegal aliens', 'truck'); ('munoz-martinez', 'truck')","('agents', 'munoz-martinez')",
21,2,1,1,1,2,2,"('28 people', 'person'); ('california coastline', 'location')","('usbp agents', 'person')","('usbp', 'organization')","('28 people', 'california coastline')","('28 people', 'usbp agents'); ('california coastline', 'usbp agents')","('28 people', 'usbp'); ('california coastline', 'usbp')"
22,4,1,1,6,4,4,"('nine people', 'person'); ('oceanside', 'location'); ('pleasure craft', 'means_of_transportation'); ('usbp agents', 'person')","('united states coast guard', 'organization')","('united states coast guard (uscg)', 'organization')","('nine people', 'oceanside'); ('nine people', 'pleasure craft'); ('nine people', 'usbp agents'); ('oceanside', 'pleasure craft'); ('oceanside', 'usbp agents'); ('pleasure craft', 'usbp agents')","('nine people', 'united states coast guard'); ('oceanside', 'united states coast guard'); ('pleasure craft', 'united states coast guard'); ('united states coast guard', 'usbp agents')","('nine people', 'united states coast guard (uscg)'); ('oceanside', 'united states coast guard (uscg)'); ('pleasure craft', 'united states coast guard (uscg)'); ('united states coast guard (uscg)', 'usbp agents')"
23,1,1,1,1,0,0,"('aliens', 'person')","('law enforcement', 'person')","('law enforcement', 'organization')","('aliens', 'law enforcement')",,
24,0,4,5,0,5,10,,"('amo', 'organization'); ('bayliner pleasure craft', 'means_of_transportation'); ('jhoc', 'organization'); ('san diego, calif.', 'location')","('24-foot bayliner pleasure craft', 'means_of_transportation'); ('air and marine operations (amo)', 'organization'); ('california', 'location'); ('joint harbor operations center (jhoc)', 'organization'); ('san diego, california', 'location')",,"('amo', 'bayliner pleasure craft'); ('amo', 'jhoc'); ('amo', 'san diego, calif.'); ('bayliner pleasure craft', 'san diego, calif.'); ('jhoc', 'san diego, calif.')","('24-foot bayliner pleasure craft', 'air and marine operations (amo)'); ('24-foot bayliner pleasure craft', 'california'); ('24-foot bayliner pleasure craft', 'joint harbor operations center (jhoc)'); ('24-foot bayliner pleasure craft', 'san diego, california'); ('air and marine operations (amo)', 'california'); ('air and marine operations (amo)', 'joint harbor operations center (jhoc)'); ('air and marine operations (amo)', 'san diego, california'); ('california', 'joint harbor operations center (jhoc)'); ('california', 'san diego, california'); ('joint harbor operations center (jhoc)', 'san diego, california')"
25,2,1,2,1,2,5,"('mexican navy', 'organization'); ('speedboat', 'means_of_transportation')","('isla clarión', 'location')","('high seas', 'location'); ('isla clarión, mexico', 'location')","('mexican navy', 'speedboat')","('isla clarión', 'mexican navy'); ('isla clarión', 'speedboat')","('high seas', 'isla clarión, mexico'); ('high seas', 'mexican navy'); ('high seas', 'speedboat'); ('isla clarión, mexico', 'mexican navy'); ('isla clarión, mexico', 'speedboat')"
26,3,1,1,3,3,3,"('durant', 'person'); ('trailer', 'means_of_transportation'); ('truck', 'means_of_transportation')","('20 illegal aliens', 'person')","('aliens', 'person')","('durant', 'trailer'); ('durant', 'truck'); ('trailer', 'truck')","('20 illegal aliens', 'durant'); ('20 illegal aliens', 'trailer'); ('20 illegal aliens', 'truck')","('aliens', 'durant'); ('aliens', 'trailer'); ('aliens', 'truck')"
27,4,0,1,6,0,4,"('china', 'location'); ('defendant', 'person'); ('miss fu mei chen', 'person'); ('united states', 'location')",,"('others', 'person')","('china', 'defendant'); ('china', 'miss fu mei chen'); ('china', 'united states'); ('defendant', 'miss fu mei chen'); ('defendant', 'united states'); ('miss fu mei chen', 'united states')",,"('china', 'others'); ('defendant', 'others'); ('miss fu mei chen', 'others'); ('others', 'united states')"
28,2,4,2,1,10,5,"('antonio hurtado', 'person'); ('doomed vessel', 'means_of_transportation')","('boat captain', 'person'); ('federal court', 'location'); ('migrants', 'person'); ('prison', 'location')","('32 migrants', 'person'); ('three people', 'person')","('antonio hurtado', 'doomed vessel')","('antonio hurtado', 'boat captain'); ('antonio hurtado', 'federal court'); ('antonio hurtado', 'migrants'); ('antonio hurtado', 'prison'); ('boat captain', 'doomed vessel'); ('boat captain', 'migrants'); ('doomed vessel', 'migrants'); ('federal court', 'migrants'); ('federal court', 'prison'); ('migrants', 'prison')","('32 migrants', 'antonio hurtado'); ('32 migrants', 'doomed vessel'); ('32 migrants', 'three people'); ('antonio hurtado', 'three people'); ('doomed vessel', 'three people')"
29,6,1,1,15,6,6,"('aliens', 'person'); ('chelliah', 'person'); ('haiti', 'location'); ('sri lanka', 'location'); ('turks and caicos islands', 'location'); ('united states', 'location')","('bahamas', 'location')","('the bahamas', 'location')","('aliens', 'chelliah'); ('aliens', 'haiti'); ('aliens', 'sri lanka'); ('aliens', 'turks and caicos islands'); ('aliens', 'united states'); ('chelliah', 'haiti'); ('chelliah', 'sri lanka'); ('chelliah', 'turks and caicos islands'); ('chelliah', 'united states'); ('haiti', 'sri lanka'); ('haiti', 'turks and caicos islands'); ('haiti', 'united states'); ('sri lanka', 'turks and caicos islands'); ('sri lanka', 'united states'); ('turks and caicos islands', 'united states')","('aliens', 'bahamas'); ('bahamas', 'chelliah'); ('bahamas', 'haiti'); ('bahamas', 'sri lanka'); ('bahamas', 'turks and caicos islands'); ('bahamas', 'united states')","('aliens', 'the bahamas'); ('chelliah', 'the bahamas'); ('haiti', 'the bahamas'); ('sri lanka', 'the bahamas'); ('the bahamas', 'turks and caicos islands'); ('the bahamas', 'united states')"
30,5,1,2,10,5,6,"('border patrol checkpoint', 'location'); ('illegal aliens', 'person'); ('jesus pacheco-pina', 'person'); ('laredo', 'location'); ('united states', 'location')","('south texas brush', 'location')","('chapa', 'person'); ('south texas', 'location')","('border patrol checkpoint', 'illegal aliens'); ('border patrol checkpoint', 'jesus pacheco-pina'); ('border patrol checkpoint', 'laredo'); ('border patrol checkpoint', 'united states'); ('illegal aliens', 'jesus pacheco-pina'); ('illegal aliens', 'laredo'); ('illegal aliens', 'united states'); ('jesus pacheco-pina', 'laredo'); ('jesus pacheco-pina', 'united states'); ('laredo', 'united states')","('border patrol checkpoint', 'south texas brush'); ('illegal aliens', 'south texas brush'); ('jesus pacheco-pina', 'south texas brush'); ('laredo', 'south texas brush'); ('south texas brush', 'united states')","('border patrol checkpoint', 'south texas'); ('chapa', 'jesus pacheco-pina'); ('illegal aliens', 'south texas'); ('jesus pacheco-pina', 'south texas'); ('laredo', 'south texas'); ('south texas', 'united states')"
31,4,2,1,6,9,4,"('14 individuals', 'person'); ('air and marine operations', 'organization'); ('homeland security investigations', 'organization'); ('marine task force', 'organization')","('maritime smuggling event', 'event'); ('usbp agents', 'person')","('u.s. border patrol agents', 'person')","('14 individuals', 'air and marine operations'); ('14 individuals', 'homeland security investigations'); ('14 individuals', 'marine task force'); ('air and marine operations', 'homeland security investigations'); ('air and marine operations', 'marine task force'); ('homeland security investigations', 'marine task force')","('14 individuals', 'maritime smuggling event'); ('14 individuals', 'usbp agents'); ('air and marine operations', 'maritime smuggling event'); ('air and marine operations', 'usbp agents'); ('homeland security investigations', 'maritime smuggling event'); ('homeland security investigations', 'usbp agents'); ('marine task force', 'maritime smuggling event'); ('marine task force', 'usbp agents'); ('maritime smuggling event', 'usbp agents')","('14 individuals', 'u.s. border patrol agents'); ('air and marine operations', 'u.s. border patrol agents'); ('homeland security investigations', 'u.s. border patrol agents'); ('marine task force', 'u.s. border patrol agents')"
32,1,2,1,0,3,1,"('boat', 'means_of_transportation')","('aliens', 'person'); ('men', 'person')","('two men', 'person')",,"('aliens', 'boat'); ('aliens', 'men'); ('boat', 'men')","('boat', 'two men')"
33,3,0,2,2,1,2,"('illegal immigrants', 'person'); ('smugglers', 'person'); ('united states', 'location')",,"('friends', 'person'); ('relatives', 'person')","('illegal immigrants', 'smugglers'); ('illegal immigrants', 'united states')","('smugglers', 'united states')","('friends', 'smugglers'); ('relatives', 'smugglers')"
34,1,1,0,0,1,0,"('handguns', 'smuggled_items')","('toilet tank', 'location')",,,"('handguns', 'toilet tank')",
35,3,1,0,2,4,0,"('18-wheeler', 'means_of_transportation'); ('sai deshpande', 'person'); ('smuggler', 'person')","('undocumented migrants', 'person')",,"('18-wheeler', 'sai deshpande'); ('sai deshpande', 'smuggler')","('18-wheeler', 'smuggler'); ('18-wheeler', 'undocumented migrants'); ('sai deshpande', 'undocumented migrants'); ('smuggler', 'undocumented migrants')",
36,5,1,4,0,9,25,"('el salvador', 'location'); ('guatemala', 'location'); ('honduras', 'location'); ('mexico', 'location'); ('united states', 'location')","('homero zamorano', 'person')","('adults', 'person'); ('children', 'person'); ('homero zamorano, jr.', 'person'); ('human smuggling organization', 'organization')",,"('el salvador', 'homero zamorano'); ('el salvador', 'united states'); ('guatemala', 'homero zamorano'); ('guatemala', 'united states'); ('homero zamorano', 'honduras'); ('homero zamorano', 'mexico'); ('homero zamorano', 'united states'); ('honduras', 'united states'); ('mexico', 'united states')","('adults', 'el salvador'); ('adults', 'guatemala'); ('adults', 'homero zamorano, jr.'); ('adults', 'honduras'); ('adults', 'human smuggling organization'); ('adults', 'mexico'); ('adults', 'united states'); ('children', 'el salvador'); ('children', 'guatemala'); ('children', 'homero zamorano, jr.'); ('children', 'honduras'); ('children', 'human smuggling organization'); ('children', 'mexico'); ('children', 'united states'); ('el salvador', 'homero zamorano, jr.'); ('el salvador', 'human smuggling organization'); ('guatemala', 'homero zamorano, jr.'); ('guatemala', 'human smuggling organization'); ('homero zamorano, jr.', 'honduras'); ('homero zamorano, jr.', 'human smuggling organization'); ('homero zamorano, jr.', 'mexico'); ('homero zamorano, jr.', 'united states'); ('honduras', 'human smuggling organization'); ('human smuggling organization', 'mexico'); ('human smuggling organization', 'united states')"
37,0,3,3,0,3,1,,"('guatemalans', 'person'); ('mejia-morales', 'person'); ('salvadoreans', 'person')","('el salvador', 'location'); ('guatemala', 'location'); ('mr. mejia-morales', 'person')",,"('guatemalans', 'mejia-morales'); ('guatemalans', 'salvadoreans'); ('mejia-morales', 'salvadoreans')","('guatemalan', 'mr. mejia-morales')"
38,2,2,1,1,5,2,"('houston', 'location'); ('south texas', 'location')","('chevy tahoe', 'means_of_transportation'); ('person', 'person')","('stolen chevy tahoe', 'means_of_transportation')","('houston', 'south texas')","('chevy tahoe', 'houston'); ('chevy tahoe', 'person'); ('chevy tahoe', 'south texas'); ('houston', 'person'); ('person', 'south texas')","('houston', 'stolen chevy tahoe'); ('south texas', 'stolen chevy tahoe')"
39,4,2,3,2,10,7,"('be-350 multi-role enforcement aircraft', 'means_of_transportation'); ('mexico', 'location'); ('southern california coast', 'location'); ('united states', 'location')","('possible lights out vessel', 'person'); ('sdamb', 'organization')","('lights out vessel', 'means_of_transportation'); ('maritime boundary line', 'location'); ('san diego air & marine branch', 'organization')","('be-350 multi-role enforcement aircraft', 'southern california coast'); ('mexico', 'united states')","('be-350 multi-role enforcement aircraft', 'mexico'); ('be-350 multi-role enforcement aircraft', 'possible lights out vessel'); ('be-350 multi-role enforcement aircraft', 'sdamb'); ('be-350 multi-role enforcement aircraft', 'united states'); ('mexico', 'possible lights out vessel'); ('mexico', 'southern california coast'); ('possible lights out vessel', 'sdamb'); ('possible lights out vessel', 'southern california coast'); ('possible lights out vessel', 'united states'); ('southern california coast', 'united states')","('be-350 multi-role enforcement aircraft', 'lights out vessel'); ('be-350 multi-role enforcement aircraft', 'san diego air & marine branch'); ('lights out vessel', 'maritime boundary line'); ('lights out vessel', 'southern california coast'); ('maritime boundary line', 'mexico'); ('maritime boundary line', 'southern california coast'); ('maritime boundary line', 'united states')"
40,4,0,0,6,0,0,"('fm 2050', 'routes'); ('freeman', 'person'); ('houston', 'location'); ('laredo', 'location')",,,"('fm 2050', 'freeman'); ('fm 2050', 'houston'); ('fm 2050', 'laredo'); ('freeman', 'houston'); ('freeman', 'laredo'); ('houston', 'laredo')",,
41,4,1,0,3,9,3,"('contreras de velasquez', 'person'); ('female passenger', 'person'); ('undocumented woman', 'person'); ('victoria, texas', 'location')","('birth certificate', 'smuggled_items')",,"('contreras de velasquez', 'female passenger'); ('contreras de velasquez', 'undocumented woman'); ('undocumented woman', 'victoria, texas')","('$500', 'birth certificate'); ('$500', 'contreras de velasquez'); ('$500', 'female passenger'); ('$500', 'undocumented woman'); ('$500', 'victoria, texas'); ('birth certificate', 'contreras de velasquez'); ('birth certificate', 'female passenger'); ('birth certificate', 'undocumented woman'); ('birth certificate', 'victoria, texas')","('contreras de velasquez', 'victoria, texas'); ('female passenger', 'undocumented woman'); ('female passenger', 'victoria, texas')"
42,2,1,1,1,2,2,"('elena morales', 'person'); ('sr-45', 'routes')","('chevy tahoe', 'means_of_transportation')","('dark green chevy tahoe', 'means_of_transportation')","('elena morales', 'sr-45')","('chevy tahoe', 'elena morales'); ('chevy tahoe', 'sr-45')","('dark green chevy tahoe', 'elena morales'); ('dark green chevy tahoe', 'sr-45')"
43,0,3,1,0,3,1,,"('boat', 'means_of_transportation'); ('migrants', 'person'); ('shore', 'location')","('three migrants', 'person')",,"('boat', 'migrants'); ('boat', 'shore'); ('migrants', 'shore')","('shore', 'three migrants')"
44,2,0,0,1,0,0,"('diaz-galiana', 'person'); ('ice', 'organization')",,,"('diaz-galiana', 'ice')",,
45,1,1,1,0,1,1,"('ricardo rodriguez', 'person')","('trunk', 'means_of_transportation')","('two individuals', 'person')",,"('ricardo rodriguez', 'trunk')","('ricardo rodriguez', 'two individuals')"
46,3,2,1,6,4,0,"('gas station', 'location'); ('pearsall', 'location'); ('vehicle', 'means_of_transportation')","('exit 101', 'location'); ('pump', 'location')","('exit 101', 'routes')","('exit 101', 'gas station'); ('exit 101', 'pearsall'); ('exit 101', 'vehicle'); ('gas station', 'pearsall'); ('gas station', 'vehicle'); ('pearsall', 'vehicle')","('exit 101', 'pump'); ('gas station', 'pump'); ('pearsall', 'pump'); ('pump', 'vehicle')",
47,2,2,2,0,5,6,"('mexican hotel room', 'location'); ('united states', 'location')","('aliens', 'person'); ('border', 'location')","('mexico', 'location'); ('undocumented aliens', 'person')",,"('aliens', 'border'); ('aliens', 'mexican hotel room'); ('aliens', 'united states'); ('border', 'mexican hotel room'); ('border', 'united states')","('mexican hotel room', 'mexico'); ('mexican hotel room', 'undocumented aliens'); ('mexican hotel room', 'united states'); ('mexico', 'undocumented aliens'); ('mexico', 'united states'); ('undocumented aliens', 'united states')"
48,2,2,1,1,5,1,"('border patrol agents', 'person'); ('mexican nationals', 'person')","('nine passengers', 'person'); ('u.s.', 'location')","('united states', 'location')","('border patrol agents', 'mexican nationals')","('border patrol agents', 'nine passengers'); ('border patrol agents', 'u.s.'); ('mexican nationals', 'nine passengers'); ('mexican nationals', 'u.s.'); ('nine passengers', 'u.s.')","('mexican nationals', 'united states')"
49,4,1,1,6,4,4,"('crew', 'person'); ('martinez', 'person'); ('rigid-hull boats', 'means_of_transportation'); ('san quintín, mexico', 'location')","('beach', 'location')","('remote beach', 'location')","('crew', 'martinez'); ('crew', 'rigid-hull boats'); ('crew', 'san quintín, mexico'); ('martinez', 'rigid-hull boats'); ('martinez', 'san quintín, mexico'); ('rigid-hull boats', 'san quintín, mexico')","('beach', 'crew'); ('beach', 'martinez'); ('beach', 'rigid-hull boats'); ('beach', 'san quintín, mexico')","('crew', 'remote beach'); ('martinez', 'remote beach'); ('remote beach', 'rigid-hull boats'); ('remote beach', 'san quintín, mexico')"
50,5,5,0,0,17,0,"('cruz-morales', 'person'); ('laredo international airport', 'location'); ('mejia-orosco', 'person'); ('paz-ortega', 'person'); ('san antonio', 'location')","('aliens', 'person'); ('los angeles', 'location'); ('motel room', 'location'); ('new york city', 'location'); ('san antonio international airport', 'location')",,,"('aliens', 'mejia-orosco'); ('aliens', 'motel room'); ('aliens', 'san antonio'); ('aliens', 'san antonio international airport'); ('cruz-morales', 'mejia-orosco'); ('cruz-morales', 'new york city'); ('laredo international airport', 'mejia-orosco'); ('laredo international airport', 'three'); ('los angeles', 'mejia-orosco'); ('los angeles', 'paz-ortega'); ('mejia-orosco', 'motel room'); ('mejia-orosco', 'new york city'); ('mejia-orosco', 'paz-ortega'); ('mejia-orosco', 'san antonio'); ('mejia-orosco', 'san antonio international airport'); ('motel room', 'san antonio'); ('san antonio', 'san antonio international airport')",
51,3,0,0,3,0,0,"('34 people', 'person'); ('federal agents', 'person'); ('oregon coastline', 'location')",,,"('34 people', 'federal agents'); ('34 people', 'oregon coastline'); ('federal agents', 'oregon coastline')",,
52,1,1,0,0,1,0,"('alvarez', 'person')","('evidence', 'smuggled_items')",,,"('alvarez', 'evidence')",
