Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
14,5,0,0,10,0,0,"('abraham esqueda', 'person'); ('interstate highway 35', 'routes'); ('laredo', 'location'); ('san antonio', 'location'); ('victor barberena', 'person')",,,"('abraham esqueda', 'interstate highway 35'); ('abraham esqueda', 'laredo'); ('abraham esqueda', 'san antonio'); ('abraham esqueda', 'victor barberena'); ('interstate highway 35', 'laredo'); ('interstate highway 35', 'san antonio'); ('interstate highway 35', 'victor barberena'); ('laredo', 'san antonio'); ('laredo', 'victor barberena'); ('san antonio', 'victor barberena')",,
15,4,1,1,6,4,4,"('border patrol agents', 'person'); ('commercial gravel pit', 'location'); ('laredo, texas', 'location'); ('mines road', 'routes')","('1982 ford f-150', 'means_of_transportation')","('1982 ford f-150 extended cab pickup truck', 'means_of_transportation')","('border patrol agents', 'commercial gravel pit'); ('border patrol agents', 'laredo, texas'); ('border patrol agents', 'mines road'); ('commercial gravel pit', 'laredo, texas'); ('commercial gravel pit', 'mines road'); ('laredo, texas', 'mines road')","('1982 ford f-150', 'border patrol agents'); ('1982 ford f-150', 'commercial gravel pit'); ('1982 ford f-150', 'laredo, texas'); ('1982 ford f-150', 'mines road')","('1982 ford f-150 extended cab pickup truck', 'border patrol agents'); ('1982 ford f-150 extended cab pickup truck', 'commercial gravel pit'); ('1982 ford f-150 extended cab pickup truck', 'laredo, texas'); ('1982 ford f-150 extended cab pickup truck', 'mines road')"
16,2,0,0,1,0,0,"('gas station', 'location'); ('men', 'person')",,,"('gas station', 'men')",,
17,4,1,2,6,4,9,"('extended-cab dodge pickup truck', 'means_of_transportation'); ('garza', 'person'); ('interstate 35', 'routes'); ('laredo, texas', 'location')","('united states border patrol checkpoint', 'location')","('border patrol checkpoint', 'location'); ('united states', 'location')","('extended-cab dodge pickup truck', 'garza'); ('extended-cab dodge pickup truck', 'interstate 35'); ('extended-cab dodge pickup truck', 'laredo, texas'); ('garza', 'interstate 35'); ('garza', 'laredo, texas'); ('interstate 35', 'laredo, texas')","('extended-cab dodge pickup truck', 'united states border patrol checkpoint'); ('garza', 'united states border patrol checkpoint'); ('interstate 35', 'united states border patrol checkpoint'); ('laredo, texas', 'united states border patrol checkpoint')","('border patrol checkpoint', 'extended-cab dodge pickup truck'); ('border patrol checkpoint', 'garza'); ('border patrol checkpoint', 'interstate 35'); ('border patrol checkpoint', 'laredo, texas'); ('border patrol checkpoint', 'united states'); ('extended-cab dodge pickup truck', 'united states'); ('garza', 'united states'); ('interstate 35', 'united states'); ('laredo, texas', 'united states')"
18,3,0,0,3,0,0,"('el paso, texas', 'location'); ('juarez, mexico', 'location'); ('united states', 'location')",,,"('el paso, texas', 'juarez, mexico'); ('el paso, texas', 'united states'); ('juarez, mexico', 'united states')",,
19,1,1,0,0,1,0,"('pacheco', 'person')","('trip', 'means_of_transportation')",,,"('pacheco', 'trip')",
20,3,1,1,2,4,3,"('agents', 'person'); ('munoz-martinez', 'person'); ('truck', 'means_of_transportation')","('eight illegal aliens', 'person')","('illegal aliens', 'person')","('agents', 'truck'); ('munoz-martinez', 'truck')","('agents', 'eight illegal aliens'); ('agents', 'munoz-martinez'); ('eight illegal aliens', 'munoz-martinez'); ('eight illegal aliens', 'truck')","('agents', 'illegal aliens'); ('illegal aliens', 'munoz-martinez'); ('illegal aliens', 'truck')"
21,2,1,1,1,2,2,"('28 people', 'person'); ('california coastline', 'location')","('usbp agents', 'person')","('usbp', 'organization')","('28 people', 'california coastline')","('28 people', 'usbp agents'); ('california coastline', 'usbp agents')","('28 people', 'usbp'); ('california coastline', 'usbp')"
22,4,1,1,6,4,4,"('nine people', 'person'); ('oceanside', 'location'); ('pleasure craft', 'means_of_transportation'); ('usbp agents', 'person')","('united states coast guard', 'organization')","('united states coast guard (uscg)', 'organization')","('nine people', 'oceanside'); ('nine people', 'pleasure craft'); ('nine people', 'usbp agents'); ('oceanside', 'pleasure craft'); ('oceanside', 'usbp agents'); ('pleasure craft', 'usbp agents')","('nine people', 'united states coast guard'); ('oceanside', 'united states coast guard'); ('pleasure craft', 'united states coast guard'); ('united states coast guard', 'usbp agents')","('nine people', 'united states coast guard (uscg)'); ('oceanside', 'united states coast guard (uscg)'); ('pleasure craft', 'united states coast guard (uscg)'); ('united states coast guard (uscg)', 'usbp agents')"
23,1,2,1,1,2,0,"('aliens', 'person')","('law enforcement', 'person'); ('vehicle', 'means_of_transportation')","('law enforcement', 'organization')","('aliens', 'law enforcement')","('aliens', 'vehicle'); ('law enforcement', 'vehicle')",
24,2,3,3,1,8,9,"('24-foot bayliner pleasure craft', 'means_of_transportation'); ('san diego, california', 'location')","('amo', 'organization'); ('jhoc', 'organization'); ('suspicious vessel', 'means_of_transportation')","('air and marine operations (amo)', 'organization'); ('california', 'location'); ('joint harbor operations center (jhoc)', 'organization')","('24-foot bayliner pleasure craft', 'san diego, california')","('24-foot bayliner pleasure craft', 'amo'); ('24-foot bayliner pleasure craft', 'suspicious vessel'); ('amo', 'jhoc'); ('amo', 'san diego, california'); ('amo', 'suspicious vessel'); ('jhoc', 'san diego, california'); ('jhoc', 'suspicious vessel'); ('san diego, california', 'suspicious vessel')","('24-foot bayliner pleasure craft', 'air and marine operations (amo)'); ('24-foot bayliner pleasure craft', 'california'); ('24-foot bayliner pleasure craft', 'joint harbor operations center (jhoc)'); ('air and marine operations (amo)', 'california'); ('air and marine operations (amo)', 'joint harbor operations center (jhoc)'); ('air and marine operations (amo)', 'san diego, california'); ('california', 'joint harbor operations center (jhoc)'); ('california', 'san diego, california'); ('joint harbor operations center (jhoc)', 'san diego, california')"
25,3,0,1,3,0,3,"('isla clarión, mexico', 'location'); ('mexican navy', 'organization'); ('speedboat', 'means_of_transportation')",,"('high seas', 'location')","('isla clarión, mexico', 'mexican navy'); ('isla clarión, mexico', 'speedboat'); ('mexican navy', 'speedboat')",,"('high seas', 'isla clarión, mexico'); ('high seas', 'mexican navy'); ('high seas', 'speedboat')"
26,3,1,1,3,3,3,"('durant', 'person'); ('trailer', 'means_of_transportation'); ('truck', 'means_of_transportation')","('20 illegal aliens', 'person')","('aliens', 'person')","('durant', 'trailer'); ('durant', 'truck'); ('trailer', 'truck')","('20 illegal aliens', 'durant'); ('20 illegal aliens', 'trailer'); ('20 illegal aliens', 'truck')","('aliens', 'durant'); ('aliens', 'trailer'); ('aliens', 'truck')"
27,4,0,1,6,0,4,"('china', 'location'); ('defendant', 'person'); ('miss fu mei chen', 'person'); ('united states', 'location')",,"('others', 'person')","('china', 'defendant'); ('china', 'miss fu mei chen'); ('china', 'united states'); ('defendant', 'miss fu mei chen'); ('defendant', 'united states'); ('miss fu mei chen', 'united states')",,"('china', 'others'); ('defendant', 'others'); ('miss fu mei chen', 'others'); ('others', 'united states')"
28,2,3,2,1,8,5,"('antonio hurtado', 'person'); ('doomed vessel', 'means_of_transportation')","('boat captain', 'person'); ('federal court', 'location'); ('migrants', 'person')","('32 migrants', 'person'); ('three people', 'person')","('antonio hurtado', 'doomed vessel')","('antonio hurtado', 'boat captain'); ('antonio hurtado', 'federal court'); ('antonio hurtado', 'migrants'); ('boat captain', 'doomed vessel'); ('boat captain', 'migrants'); ('doomed vessel', 'federal court'); ('doomed vessel', 'migrants'); ('federal court', 'migrants')","('32 migrants', 'antonio hurtado'); ('32 migrants', 'doomed vessel'); ('32 migrants', 'three people'); ('antonio hurtado', 'three people'); ('doomed vessel', 'three people')"
29,6,1,1,15,6,6,"('aliens', 'person'); ('chelliah', 'person'); ('haiti', 'location'); ('sri lanka', 'location'); ('turks and caicos islands', 'location'); ('united states', 'location')","('bahamas', 'location')","('the bahamas', 'location')","('aliens', 'chelliah'); ('aliens', 'haiti'); ('aliens', 'sri lanka'); ('aliens', 'turks and caicos islands'); ('aliens', 'united states'); ('chelliah', 'haiti'); ('chelliah', 'sri lanka'); ('chelliah', 'turks and caicos islands'); ('chelliah', 'united states'); ('haiti', 'sri lanka'); ('haiti', 'turks and caicos islands'); ('haiti', 'united states'); ('sri lanka', 'turks and caicos islands'); ('sri lanka', 'united states'); ('turks and caicos islands', 'united states')","('aliens', 'bahamas'); ('bahamas', 'chelliah'); ('bahamas', 'haiti'); ('bahamas', 'sri lanka'); ('bahamas', 'turks and caicos islands'); ('bahamas', 'united states')","('aliens', 'the bahamas'); ('chelliah', 'the bahamas'); ('haiti', 'the bahamas'); ('sri lanka', 'the bahamas'); ('the bahamas', 'turks and caicos islands'); ('the bahamas', 'united states')"
30,6,1,1,11,5,5,"('border patrol checkpoint', 'location'); ('chapa', 'person'); ('illegal aliens', 'person'); ('jesus pacheco-pina', 'person'); ('laredo', 'location'); ('united states', 'location')","('south texas brush', 'location')","('south texas', 'location')","('border patrol checkpoint', 'illegal aliens'); ('border patrol checkpoint', 'jesus pacheco-pina'); ('border patrol checkpoint', 'laredo'); ('border patrol checkpoint', 'united states'); ('chapa', 'jesus pacheco-pina'); ('illegal aliens', 'jesus pacheco-pina'); ('illegal aliens', 'laredo'); ('illegal aliens', 'united states'); ('jesus pacheco-pina', 'laredo'); ('jesus pacheco-pina', 'united states'); ('laredo', 'united states')","('border patrol checkpoint', 'south texas brush'); ('illegal aliens', 'south texas brush'); ('jesus pacheco-pina', 'south texas brush'); ('laredo', 'south texas brush'); ('south texas brush', 'united states')","('border patrol checkpoint', 'south texas'); ('illegal aliens', 'south texas'); ('jesus pacheco-pina', 'south texas'); ('laredo', 'south texas'); ('south texas', 'united states')"
31,4,1,1,6,4,4,"('14 individuals', 'person'); ('air and marine operations', 'organization'); ('homeland security investigations', 'organization'); ('marine task force', 'organization')","('usbp agents', 'person')","('u.s. border patrol agents', 'person')","('14 individuals', 'air and marine operations'); ('14 individuals', 'homeland security investigations'); ('14 individuals', 'marine task force'); ('air and marine operations', 'homeland security investigations'); ('air and marine operations', 'marine task force'); ('homeland security investigations', 'marine task force')","('14 individuals', 'usbp agents'); ('air and marine operations', 'usbp agents'); ('homeland security investigations', 'usbp agents'); ('marine task force', 'usbp agents')","('14 individuals', 'u.s. border patrol agents'); ('air and marine operations', 'u.s. border patrol agents'); ('homeland security investigations', 'u.s. border patrol agents'); ('marine task force', 'u.s. border patrol agents')"
32,2,1,0,1,2,0,"('boat', 'means_of_transportation'); ('two men', 'person')","('aliens', 'person')",,"('boat', 'two men')","('aliens', 'boat'); ('aliens', 'two men')",
33,3,0,2,2,1,2,"('illegal immigrants', 'person'); ('smugglers', 'person'); ('united states', 'location')",,"('friends', 'person'); ('relatives', 'person')","('illegal immigrants', 'smugglers'); ('illegal immigrants', 'united states')","('smugglers', 'united states')","('friends', 'smugglers'); ('relatives', 'smugglers')"
34,0,2,1,0,1,0,,"('three loaded handguns', 'smuggled_items'); ('toilet tank', 'location')","('handguns', 'smuggled_items')",,"('three loaded handguns', 'toilet tank')",
35,3,1,0,2,4,0,"('18-wheeler', 'means_of_transportation'); ('sai deshpande', 'person'); ('smuggler', 'person')","('undocumented migrants', 'person')",,"('18-wheeler', 'sai deshpande'); ('sai deshpande', 'smuggler')","('18-wheeler', 'smuggler'); ('18-wheeler', 'undocumented migrants'); ('sai deshpande', 'undocumented migrants'); ('smuggler', 'undocumented migrants')",
36,7,2,2,10,26,15,"('adults', 'person'); ('children', 'person'); ('el salvador', 'location'); ('guatemala', 'location'); ('honduras', 'location'); ('mexico', 'location'); ('united states', 'location')","('smuggling organization', 'organization'); ('zamorano', 'person')","('homero zamorano, jr.', 'person'); ('human smuggling organization', 'organization')","('adults', 'el salvador'); ('adults', 'guatemala'); ('adults', 'honduras'); ('adults', 'mexico'); ('adults', 'united states'); ('children', 'el salvador'); ('children', 'guatemala'); ('children', 'honduras'); ('children', 'mexico'); ('children', 'united states')","('adults', 'children'); ('adults', 'smuggling organization'); ('adults', 'zamorano'); ('children', 'smuggling organization'); ('children', 'zamorano'); ('el salvador', 'guatemala'); ('el salvador', 'honduras'); ('el salvador', 'mexico'); ('el salvador', 'smuggling organization'); ('el salvador', 'united states'); ('el salvador', 'zamorano'); ('guatemala', 'honduras'); ('guatemala', 'mexico'); ('guatemala', 'smuggling organization'); ('guatemala', 'united states'); ('guatemala', 'zamorano'); ('honduras', 'mexico'); ('honduras', 'smuggling organization'); ('honduras', 'united states'); ('honduras', 'zamorano'); ('mexico', 'smuggling organization'); ('mexico', 'united states'); ('mexico', 'zamorano'); ('smuggling organization', 'united states'); ('smuggling organization', 'zamorano'); ('united states', 'zamorano')","('adults', 'homero zamorano, jr.'); ('adults', 'human smuggling organization'); ('children', 'homero zamorano, jr.'); ('children', 'human smuggling organization'); ('el salvador', 'homero zamorano, jr.'); ('el salvador', 'human smuggling organization'); ('guatemala', 'homero zamorano, jr.'); ('guatemala', 'human smuggling organization'); ('homero zamorano, jr.', 'honduras'); ('homero zamorano, jr.', 'human smuggling organization'); ('homero zamorano, jr.', 'mexico'); ('homero zamorano, jr.', 'united states'); ('honduras', 'human smuggling organization'); ('human smuggling organization', 'mexico'); ('human smuggling organization', 'united states')"
37,2,2,1,0,4,1,"('el salvador', 'location'); ('guatemala', 'location')","('mejia-morales', 'person'); ('salvadoreans', 'person')","('mr. mejia-morales', 'person')",,"('el salvador', 'mejia-morales'); ('el salvador', 'salvadoreans'); ('guatemala', 'mejia-morales'); ('mejia-morales', 'salvadoreans')","('guatemalan', 'mr. mejia-morales')"
38,2,2,1,1,5,2,"('houston', 'location'); ('south texas', 'location')","('chevy tahoe', 'means_of_transportation'); ('person', 'person')","('stolen chevy tahoe', 'means_of_transportation')","('houston', 'south texas')","('chevy tahoe', 'houston'); ('chevy tahoe', 'person'); ('chevy tahoe', 'south texas'); ('houston', 'person'); ('person', 'south texas')","('houston', 'stolen chevy tahoe'); ('south texas', 'stolen chevy tahoe')"
39,3,2,4,1,7,8,"('mexico', 'location'); ('southern california coast', 'location'); ('united states', 'location')","('possible lights out vessel', 'means_of_transportation'); ('sdamb be-350 multi-role enforcement aircraft', 'means_of_transportation')","('be-350 multi-role enforcement aircraft', 'means_of_transportation'); ('lights out vessel', 'means_of_transportation'); ('maritime boundary line', 'location'); ('san diego air & marine branch', 'organization')","('mexico', 'united states')","('mexico', 'possible lights out vessel'); ('mexico', 'southern california coast'); ('possible lights out vessel', 'sdamb be-350 multi-role enforcement aircraft'); ('possible lights out vessel', 'southern california coast'); ('possible lights out vessel', 'united states'); ('sdamb be-350 multi-role enforcement aircraft', 'southern california coast'); ('southern california coast', 'united states')","('be-350 multi-role enforcement aircraft', 'lights out vessel'); ('be-350 multi-role enforcement aircraft', 'san diego air & marine branch'); ('be-350 multi-role enforcement aircraft', 'southern california coast'); ('lights out vessel', 'maritime boundary line'); ('lights out vessel', 'southern california coast'); ('maritime boundary line', 'mexico'); ('maritime boundary line', 'southern california coast'); ('maritime boundary line', 'united states')"
40,4,0,0,5,0,1,"('fm 2050', 'routes'); ('freeman', 'person'); ('houston', 'location'); ('laredo', 'location')",,,"('fm 2050', 'freeman'); ('fm 2050', 'houston'); ('freeman', 'houston'); ('freeman', 'laredo'); ('houston', 'laredo')",,"('fm 2050', 'laredo')"
41,4,1,0,5,4,1,"('contreras de velasquez', 'person'); ('female passenger', 'person'); ('undocumented woman', 'person'); ('victoria, texas', 'location')","('birth certificate', 'smuggled_items')",,"('contreras de velasquez', 'female passenger'); ('contreras de velasquez', 'undocumented woman'); ('contreras de velasquez', 'victoria, texas'); ('female passenger', 'undocumented woman'); ('undocumented woman', 'victoria, texas')","('birth certificate', 'contreras de velasquez'); ('birth certificate', 'female passenger'); ('birth certificate', 'undocumented woman'); ('birth certificate', 'victoria, texas')","('female passenger', 'victoria, texas')"
42,2,1,1,1,2,2,"('elena morales', 'person'); ('sr-45', 'routes')","('chevy tahoe', 'means_of_transportation')","('dark green chevy tahoe', 'means_of_transportation')","('elena morales', 'sr-45')","('chevy tahoe', 'elena morales'); ('chevy tahoe', 'sr-45')","('dark green chevy tahoe', 'elena morales'); ('dark green chevy tahoe', 'sr-45')"
43,0,2,1,0,1,1,,"('boat', 'means_of_transportation'); ('migrants', 'person')","('three migrants', 'person')",,"('boat', 'migrants')","('shore', 'three migrants')"
44,2,0,0,1,0,0,"('diaz-galiana', 'person'); ('ice', 'organization')",,,"('diaz-galiana', 'ice')",,
45,1,1,1,0,1,1,"('ricardo rodriguez', 'person')","('trunk', 'means_of_transportation')","('two individuals', 'person')",,"('ricardo rodriguez', 'trunk')","('ricardo rodriguez', 'two individuals')"
46,3,3,1,4,2,2,"('gas station', 'location'); ('pearsall', 'location'); ('vehicle', 'means_of_transportation')","('exit 101', 'location'); ('pump', 'location'); ('rio grande river', 'location')","('exit 101', 'routes')","('exit 101', 'gas station'); ('gas station', 'pearsall'); ('gas station', 'vehicle'); ('pearsall', 'vehicle')","('pump', 'vehicle'); ('rio grande river', 'vehicle')","('exit 101', 'pearsall'); ('exit 101', 'vehicle')"
47,3,0,1,3,0,3,"('mexican hotel room', 'location'); ('undocumented aliens', 'person'); ('united states', 'location')",,"('mexico', 'location')","('mexican hotel room', 'undocumented aliens'); ('mexican hotel room', 'united states'); ('undocumented aliens', 'united states')",,"('mexican hotel room', 'mexico'); ('mexico', 'undocumented aliens'); ('mexico', 'united states')"
48,1,3,2,0,6,2,"('border patrol agents', 'person')","('mexico', 'location'); ('nine passengers', 'person'); ('u.s.', 'location')","('mexican nationals', 'person'); ('united states', 'location')",,"('border patrol agents', 'mexico'); ('border patrol agents', 'nine passengers'); ('border patrol agents', 'u.s.'); ('mexico', 'nine passengers'); ('mexico', 'u.s.'); ('nine passengers', 'u.s.')","('border patrol agents', 'mexican nationals'); ('mexican nationals', 'united states')"
49,5,0,0,10,0,0,"('crew', 'person'); ('martinez', 'person'); ('remote beach', 'location'); ('rigid-hull boats', 'means_of_transportation'); ('san quintín, mexico', 'location')",,,"('crew', 'martinez'); ('crew', 'remote beach'); ('crew', 'rigid-hull boats'); ('crew', 'san quintín, mexico'); ('martinez', 'remote beach'); ('martinez', 'rigid-hull boats'); ('martinez', 'san quintín, mexico'); ('remote beach', 'rigid-hull boats'); ('remote beach', 'san quintín, mexico'); ('rigid-hull boats', 'san quintín, mexico')",,
50,5,5,0,0,16,0,"('cruz-morales', 'person'); ('laredo international airport', 'location'); ('mejia-orosco', 'person'); ('paz-ortega', 'person'); ('san antonio', 'location')","('aliens', 'person'); ('los angeles', 'location'); ('motel', 'location'); ('new york city', 'location'); ('san antonio international airport', 'location')",,,"('aliens', 'laredo international airport'); ('aliens', 'mejia-orosco'); ('aliens', 'motel'); ('aliens', 'san antonio'); ('aliens', 'san antonio international airport'); ('cruz-morales', 'mejia-orosco'); ('cruz-morales', 'new york city'); ('laredo international airport', 'mejia-orosco'); ('los angeles', 'mejia-orosco'); ('los angeles', 'paz-ortega'); ('mejia-orosco', 'motel'); ('mejia-orosco', 'new york city'); ('mejia-orosco', 'paz-ortega'); ('mejia-orosco', 'san antonio'); ('mejia-orosco', 'san antonio international airport'); ('motel', 'san antonio')",
51,3,0,0,3,0,0,"('34 people', 'person'); ('federal agents', 'person'); ('oregon coastline', 'location')",,,"('34 people', 'federal agents'); ('34 people', 'oregon coastline'); ('federal agents', 'oregon coastline')",,
52,1,0,0,0,0,0,"('alvarez', 'person')",,,,,
