Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
24,1,2,4,7,2,3,"('air and marine operations (amo)', 'organization')","('jint hazor operations center (jhoc)', 'organization'); ('s-foot bayliner pleasure craft', 'means_of_transportation')","('24-foot bayliner pleasure craft', 'means_of_transportation'); ('california', 'location'); ('joint harbor operations center (jhoc)', 'organization'); ('san diego, california', 'location')","('24-foot bayliner pleasure craft', 'air and marine operations (amo)'); ('24-foot bayliner pleasure craft', 'california'); ('24-foot bayliner pleasure craft', 'san diego, california'); ('air and marine operations (amo)', 'california'); ('california', 'joint harbor operations center (jhoc)'); ('california', 'san diego, california'); ('joint harbor operations center (jhoc)', 'san diego, california')","('joint harbor operations center (jhoc)', 'san-foot bayliner pleasure craft'); ('location', 'sifornia')","('24-foot bayliner pleasure craft', 'joint harbor operations center (jhoc)'); ('air and marine operations (amo)', 'joint harbor operations center (jhoc)'); ('air and marine operations (amo)', 'san diego, california')"
25,3,1,1,6,0,0,"('isla clarión, mexico', 'location'); ('mexican navy', 'organization'); ('speedboat', 'means_of_transportation')","('is seas', 'location')","('high seas', 'location')","('high seas', 'isla clarión, mexico'); ('high seas', 'mexican navy'); ('high seas', 'speedboat'); ('isla clarión, mexico', 'mexican navy'); ('isla clarión, mexico', 'speedboat'); ('mexican navy', 'speedboat')",,
26,3,1,1,4,0,2,"('durant', 'person'); ('trailer', 'means_of_transportation'); ('truck', 'means_of_transportation')","('20ens', 'person')","('aliens', 'person')","('aliens', 'durant'); ('aliens', 'trailer'); ('durant', 'truck'); ('trailer', 'truck')",,"('aliens', 'truck'); ('durant', 'trailer')"
27,4,1,1,8,1,2,"('china', 'location'); ('defendant', 'person'); ('miss fu mei chen', 'person'); ('united states', 'location')","('misss', 'person')","('others', 'person')","('china', 'defendant'); ('china', 'miss fu mei chen'); ('china', 'others'); ('defendant', 'others'); ('defendant', 'united states'); ('miss fu mei chen', 'others'); ('miss fu mei chen', 'united states'); ('others', 'united states')","('united states', 'unitina')","('china', 'united states'); ('defendant', 'miss fu mei chen')"
28,3,1,1,3,1,3,"('32 migrants', 'person'); ('antonio hurtado', 'person'); ('three people', 'person')","('antonio hurtado', 'doomed vessel')","('doomed vessel', 'means_of_transportation')","('32 migrants', 'antonio hurtado'); ('32 migrants', 'three people'); ('antonio hurtado', 'three people')","('32 migrants', '32omed vessel')","('32 migrants', 'doomed vessel'); ('antonio hurtado', 'doomed vessel'); ('doomed vessel', 'three people')"
29,5,1,2,20,0,1,"('aliens', 'person'); ('chelliah', 'person'); ('haiti', 'location'); ('sri lanka', 'location'); ('united states', 'location')","('b bahamas', 'location')","('the bahamas', 'location'); ('turks and caicos islands', 'location')","('aliens', 'chelliah'); ('aliens', 'haiti'); ('aliens', 'sri lanka'); ('aliens', 'the bahamas'); ('aliens', 'turks and caicos islands'); ('aliens', 'united states'); ('chelliah', 'sri lanka'); ('chelliah', 'the bahamas'); ('chelliah', 'turks and caicos islands'); ('chelliah', 'united states'); ('haiti', 'sri lanka'); ('haiti', 'the bahamas'); ('haiti', 'turks and caicos islands'); ('haiti', 'united states'); ('sri lanka', 'the bahamas'); ('sri lanka', 'turks and caicos islands'); ('sri lanka', 'united states'); ('the bahamas', 'turks and caicos islands'); ('the bahamas', 'united states'); ('turks and caicos islands', 'united states')",,"('chelliah', 'haiti')"
30,3,2,4,14,0,2,"('illegal aliens', 'person'); ('jesus pacheco-pina', 'person'); ('laredo', 'location')","('japa', 'person'); ('south texas brlocation', 'area through which brush jesus pacheco-pina led a group of illegal aliens to avoid a border patrol checkpoint near laredo as they moved farther north into the united states)


(""entity""')","('border patrol checkpoint', 'location'); ('chapa', 'person'); ('south texas', 'location'); ('united states', 'location')","('border patrol checkpoint', 'illegal aliens'); ('border patrol checkpoint', 'laredo'); ('border patrol checkpoint', 'south texas'); ('border patrol checkpoint', 'united states'); ('chapa', 'jesus pacheco-pina'); ('illegal aliens', 'jesus pacheco-pina'); ('illegal aliens', 'laredo'); ('illegal aliens', 'south texas'); ('illegal aliens', 'united states'); ('jesus pacheco-pina', 'laredo'); ('jesus pacheco-pina', 'south texas'); ('jesus pacheco-pina', 'united states'); ('laredo', 'south texas'); ('laredo', 'united states')",,"('border patrol checkpoint', 'jesus pacheco-pina'); ('south texas', 'united states')"
31,4,1,1,10,0,0,"('14 individuals', 'person'); ('air and marine operations', 'organization'); ('homeland security investigations', 'organization'); ('marine task force', 'organization')","('usb.s. border patrol agents', 'person')","('u.s. border patrol agents', 'person')","('14 individuals', 'air and marine operations'); ('14 individuals', 'homeland security investigations'); ('14 individuals', 'marine task force'); ('14 individuals', 'u.s. border patrol agents'); ('air and marine operations', 'homeland security investigations'); ('air and marine operations', 'marine task force'); ('air and marine operations', 'u.s. border patrol agents'); ('homeland security investigations', 'marine task force'); ('homeland security investigations', 'u.s. border patrol agents'); ('marine task force', 'u.s. border patrol agents')",,
32,2,1,0,0,0,1,"('boat', 'means_of_transportation'); ('two men', 'person')","('two men', 'boat')",,,,"('boat', 'two men')"
33,5,0,0,3,1,1,"('friends', 'person'); ('illegal immigrants', 'person'); ('relatives', 'person'); ('smugglers', 'person'); ('united states', 'location')",,,"('illegal immigrants', 'smugglers'); ('illegal immigrants', 'united states'); ('relatives', 'smugglers')","('ilriends', 'ilugglers')","('friends', 'smugglers')"
34,0,1,1,0,0,0,,"('thguns', 'smuggled_items')","('handguns', 'smuggled_items')",,,
35,3,1,0,1,0,1,"('18-wheeler', 'means_of_transportation'); ('sai deshpande', 'person'); ('smuggler', 'person')","('sai deshpande', 'smuggler')",,"('18-wheeler', 'sai deshpande')",,"('sai deshpande', 'smuggler')"
36,7,1,2,22,2,3,"('children', 'person'); ('el salvador', 'location'); ('guatemala', 'location'); ('honduras', 'location'); ('human smuggling organization', 'organization'); ('mexico', 'location'); ('united states', 'location')","('homero zamorano', 'jr.')","('adults', 'person'); ('homero zamorano, jr.', 'person')","('adults', 'el salvador'); ('adults', 'honduras'); ('adults', 'human smuggling organization'); ('adults', 'mexico'); ('children', 'el salvador'); ('children', 'guatemala'); ('children', 'homero zamorano, jr.'); ('children', 'honduras'); ('children', 'human smuggling organization'); ('children', 'mexico'); ('children', 'united states'); ('el salvador', 'homero zamorano, jr.'); ('el salvador', 'human smuggling organization'); ('guatemala', 'homero zamorano, jr.'); ('guatemala', 'human smuggling organization'); ('homero zamorano, jr.', 'honduras'); ('homero zamorano, jr.', 'human smuggling organization'); ('homero zamorano, jr.', 'mexico'); ('homero zamorano, jr.', 'united states'); ('honduras', 'human smuggling organization'); ('human smuggling organization', 'mexico'); ('human smuggling organization', 'united states')","('adults', 'childatemala'); ('childults', 'united states')","('adults', 'guatemala'); ('adults', 'homero zamorano, jr.'); ('adults', 'united states')"
37,1,2,2,0,1,1,"('el salvador', 'location')","('elatemala', 'location'); ('me. mejia-morales', 'person')","('guatemala', 'location'); ('mr. mejia-morales', 'person')",,"('guatemala', 'mr. mejia-morales')","('guatemalan', 'mr. mejia-morales')"
38,0,3,3,2,0,1,,"('cheolen chevy tahoe', 'means_of_transportation'); ('cheuston', 'location'); ('hoolen chevy tahoe', 'houston')","('houston', 'location'); ('south texas', 'location'); ('stolen chevy tahoe', 'means_of_transportation')","('houston', 'south texas'); ('south texas', 'stolen chevy tahoe')",,"('houston', 'stolen chevy tahoe')"
39,3,3,4,3,3,6,"('be-350 multi-role enforcement aircraft', 'means_of_transportation'); ('mexico', 'location'); ('southern california coast', 'location')","('mitime boundary line', 'location'); ('pos out vessel', 'means_of_transportation'); ('sd diego air & marine branch', 'organization')","('lights out vessel', 'means_of_transportation'); ('maritime boundary line', 'location'); ('san diego air & marine branch', 'organization'); ('united states', 'location')","('be-350 multi-role enforcement aircraft', 'san diego air & marine branch'); ('lights out vessel', 'maritime boundary line'); ('maritime boundary line', 'united states')","('bes out vessel', 'southern california coast'); ('lightitime boundary line', 'mexico'); ('lights out vessel', 'san-350 multi-role enforcement aircraft')","('be-350 multi-role enforcement aircraft', 'lights out vessel'); ('be-350 multi-role enforcement aircraft', 'southern california coast'); ('lights out vessel', 'southern california coast'); ('maritime boundary line', 'mexico'); ('maritime boundary line', 'southern california coast'); ('mexico', 'united states')"
40,4,0,0,4,2,2,"('fm 2050', 'routes'); ('freeman', 'person'); ('houston', 'location'); ('laredo', 'location')",,,"('fm 2050', 'freeman'); ('fm 2050', 'houston'); ('freeman', 'houston'); ('houston', 'laredo')","('fmaredo', 'freeman'); ('hoaredo', 'l 2050')","('fm 2050', 'laredo'); ('freeman', 'laredo')"
41,3,1,1,6,0,0,"('contreras de velasquez', 'person'); ('female passenger', 'person'); ('undocumented woman', 'person')","('bictoria, texas', 'location')","('victoria, texas', 'location')","('contreras de velasquez', 'female passenger'); ('contreras de velasquez', 'undocumented woman'); ('contreras de velasquez', 'victoria, texas'); ('female passenger', 'undocumented woman'); ('female passenger', 'victoria, texas'); ('undocumented woman', 'victoria, texas')",,
42,1,2,2,3,0,0,"('elena morales', 'person')","('che-45', 'routes'); ('cheark green chevy tahoe', 'means_of_transportation')","('dark green chevy tahoe', 'means_of_transportation'); ('sr-45', 'routes')","('dark green chevy tahoe', 'elena morales'); ('dark green chevy tahoe', 'sr-45'); ('elena morales', 'sr-45')",,
43,0,1,1,0,0,1,,"('mree migrants', 'person')","('three migrants', 'person')",,,"('shore', 'three migrants')"
44,2,0,0,1,0,0,"('diaz-galiana', 'person'); ('ice', 'organization')",,,"('diaz-galiana', 'ice')",,
45,2,1,0,0,0,1,"('ricardo rodriguez', 'person'); ('two individuals', 'person')","('ricardo rodriguez', 'two individuals')",,,,"('ricardo rodriguez', 'two individuals')"
46,0,3,4,4,2,2,,"('garsall', 'location'); ('p 101', 'locationutes'); ('pehicle', 'means_of_transportation')","('exit 101', 'routes'); ('gas station', 'location'); ('pearsall', 'location'); ('vehicle', 'means_of_transportation')","('exit 101', 'vehicle'); ('gas station', 'pearsall'); ('gas station', 'vehicle'); ('pearsall', 'vehicle')","('gas station', 'pe 101'); ('pe 101', 'pearsall')","('exit 101', 'gas station'); ('exit 101', 'pearsall')"
47,2,1,2,4,2,2,"('undocumented aliens', 'person'); ('united states', 'location')","('mexicoan hotel room', 'location')","('mexican hotel room', 'location'); ('mexico', 'location')","('mexican hotel room', 'mexico'); ('mexican hotel room', 'undocumented aliens'); ('mexico', 'undocumented aliens'); ('mexico', 'united states')","('bexico', 'location'); ('munited states', 'unexican hotel room')","('mexican hotel room', 'united states'); ('undocumented aliens', 'united states')"
48,1,1,2,1,1,1,"('border patrol agents', 'person')","('nexican nationals', 'person')","('mexican nationals', 'person'); ('united states', 'location')","('border patrol agents', 'mexican nationals')","('bexican nationals', 'united states')","('mexican nationals', 'united states')"
49,4,1,1,5,3,5,"('crew', 'person'); ('martinez', 'person'); ('remote beach', 'location'); ('san quintín, mexico', 'location')","('remoteigid-hull boats', 'means_of_transportation')","('rigid-hull boats', 'means_of_transportation')","('crew', 'martinez'); ('martinez', 'remote beach'); ('remote beach', 'rigid-hull boats'); ('remote beach', 'san quintín, mexico'); ('rigid-hull boats', 'san quintín, mexico')","('crew', 'rr quintín, mexico'); ('crew', 'rremote beach'); ('rigid-hull boats', 'rw')","('crew', 'remote beach'); ('crew', 'rigid-hull boats'); ('crew', 'san quintín, mexico'); ('martinez', 'rigid-hull boats'); ('martinez', 'san quintín, mexico')"
50,2,2,3,0,1,0,"('mejia-orosco', 'person'); ('san antonio', 'location')","('aliaredo international airport', 'location'); ('san antonio internationallocation', 'a place in texas where paz-ortega and cruz-morales flew to airport room whose key was provided by mejia-orosco)


(""entity""')","('cruz-morales', 'person'); ('laredo international airport', 'location'); ('paz-ortega', 'person')",,"('cruz-morales', 'mejia-orosco')",
51,3,0,0,3,0,0,"('34 people', 'person'); ('federal agents', 'person'); ('oregon coastline', 'location')",,,"('34 people', 'federal agents'); ('34 people', 'oregon coastline'); ('federal agents', 'oregon coastline')",,
52,1,0,0,0,0,0,"('alvarez', 'person')",,,,,
