Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
29,3,1,1,1,4,1,"('black dodge truck', 'means_of_transportation'); ('u.s. 59', 'routes'); ('farm-to-market road 2050', 'routes')","('white malibu', 'means_of_transportation')","('white malibu sedan', 'means_of_transportation')","('black dodge truck', 'u.s. 59')","('white malibu', 'u.s. 59'); ('white malibu', 'farm-to-market road 2050'); ('black dodge truck', 'farm-to-market road 2050'); ('u.s. 59', 'farm-to-market road 2050')","('white malibu sedan', 'u.s. 59')"
30,1,2,2,0,3,2,"('durant', 'person')","('truck', 'means_of_transportation'); ('illegal aliens', 'smuggled_items')","('aliens', 'smuggled_items'); ('trailer', 'means_of_transportation')",,"('durant', 'truck'); ('durant', 'illegal aliens'); ('truck', 'illegal aliens')","('durant', 'trailer'); ('durant', 'aliens')"
31,2,1,0,0,2,2,"('durant', 'person'); ('houston, texas', 'location')","('$1,000 to $1,200', 'fees')",,,"('durant', 'houston, texas'); ('durant', '$1,000 to $1,200')","('durant', 'trailer'); ('durant', 'aliens')"
32,1,3,1,0,3,1,"('encinal, texas', 'location')","('june 6, 2016', 'date'); ('agent monterojas', 'person'); ('highway 83', 'route')","('monterojas', 'person')",,"('agent monterojas', 'highway 83'); ('agent monterojas', 'encinal, texas'); ('highway 83', 'encinal, texas')","('monterojas', 'highway 83')"
33,2,1,1,0,3,1,"('ashley flores', 'person'); ('monterojas', 'person')","('undocumented aliens', 'smuggled_items')","('aliens', 'smuggled_items')",,"('ashley flores', 'monterojas'); ('ashley flores', 'undocumented aliens'); ('monterojas', 'undocumented aliens')","('monterojas', 'aliens')"
34,3,1,0,1,2,0,"('jaquez', 'person'); ('descargas', 'person'); ('whatsapp', 'means_of_communication')","('august 28, 2022', 'date')",,"('jaquez', 'descargas')","('jaquez', 'whatsapp'); ('descargas', 'whatsapp')",
35,3,0,0,0,3,0,"('jose jalomos', 'person'); ('state highway 359', 'routes'); ('benavides, texas', 'location')",,,,"('jose jalomos', 'state highway 359'); ('jose jalomos', 'benavides, texas'); ('state highway 359', 'benavides, texas')",
36,1,2,1,0,3,1,"('encinal, texas', 'location')","('agent monterojas', 'person'); ('highway 83', 'route')","('monterojas', 'person')",,"('agent monterojas', 'highway 83'); ('agent monterojas', 'encinal, texas'); ('highway 83', 'encinal, texas')","('monterojas', 'highway 83')"
37,2,0,0,0,1,1,"('ashley flores', 'person'); ('monterojas', 'person')",,,,"('ashley flores', 'monterojas')","('monterojas', 'aliens')"
38,3,1,0,1,2,0,"('jaquez', 'person'); ('descargas', 'person'); ('whatsapp', 'means_of_communication')","('august 28, 2022', 'date')",,"('jaquez', 'descargas')","('jaquez', 'whatsapp'); ('descargas', 'whatsapp')",
39,3,0,0,1,2,1,"('maria castillo', 'person'); ('van', 'means_of_transportation'); ('highway 122', 'routes')",,,"('maria castillo', 'highway 122')","('maria castillo', 'van'); ('van', 'highway 122')","('maria castillo', 'border patrol agent')"
40,2,0,0,1,0,2,"('santos', 'person'); ('oaxaca, mexico', 'location')",,,"('santos', 'oaxaca, mexico')",,"('santos', 'may 15, 2002'); ('santos', 'migrants')"
41,1,2,1,0,3,1,"('silver creek ranch', 'location')","('ranch hand', 'person'); ('undocumented female migrant', 'person')","('border patrol agents', 'person')",,"('ranch hand', 'undocumented female migrant'); ('ranch hand', 'silver creek ranch'); ('undocumented female migrant', 'silver creek ranch')","('border patrol agent', 'silver creek ranch')"
42,3,0,1,2,1,0,"('santos', 'person'); ('el paso', 'location'); ('$500', 'fees')",,"('migrants', 'person')","('santos', 'el paso'); ('santos', '$500')","('el paso', '$500')",
43,2,1,1,1,2,1,"('elena morales', 'person'); ('sr-45', 'routes')","('chevy tahoe', 'means_of_transportation')","('dark green chevy tahoe', 'means_of_transportation')","('elena morales', 'sr-45')","('elena morales', 'chevy tahoe'); ('chevy tahoe', 'sr-45')","('elena morales', 'dark green chevy tahoe')"
44,2,1,1,1,2,1,"('carlos jimenez', 'person'); ('compact suv', 'means_of_transportation')","('freway 89', 'routes')","('freeway 89', 'routes')","('carlos jimenez', 'compact suv')","('carlos jimenez', 'freway 89'); ('compact suv', 'freway 89')","('carlos jimenez', 'freeway 89')"
45,3,3,0,2,6,0,"('lucia romero-alvarez', 'person'); ('diego', 'person'); ('$900', 'fees')","('guatemala', 'location'); ('u.s.', 'location'); ('phoenix', 'location')",,"('lucia romero-alvarez', 'diego'); ('diego', '$900')","('lucia romero-alvarez', 'guatemala'); ('lucia romero-alvarez', 'u.s.'); ('diego', 'guatemala'); ('diego', 'u.s.'); ('lucia romero-alvarez', '$900'); ('phoenix', 'lucia romero-alvarez')",
46,3,0,0,1,2,0,"('ron torralba', 'person'); ('van', 'means_of_transportation'); ('highway 286', 'routes')",,,"('ron torralba', 'highway 286')","('ron torralba', 'van'); ('van', 'highway 286')",
47,2,1,1,1,2,2,"('garcia', 'person'); ('san luis, potosi, mexico', 'location')","('june 4, 2001', 'date')","('aliens', 'person')","('garcia', 'san luis, potosi, mexico')","('june 4, 2001', 'garcia'); ('june 4, 2001', 'san luis, potosi, mexico')","('garcia', 'june 4, 2001'); ('garcia', 'aliens')"
48,1,1,2,0,1,1,"('la moca ranch', 'location')","('laredo', 'location')","('border patrol agent', 'person'); ('aliens', 'person')",,"('laredo', 'la moca ranch')","('border patrol agent', 'la moca ranch')"
49,2,1,2,1,1,1,"('garcia', 'person'); ('san antonio', 'location')","('$400', 'fees')","('aliens', 'person'); ('$ 400', 'fees')","('garcia', 'san antonio')","('garcia', '$400')","('garcia', '$ 400')"
50,1,2,3,0,2,3,"('ih-35', 'routes')","('agent ortiz', 'person'); ('ford expedition', 'means_of_transportation')","('ortiz', 'person'); ('agent', 'person'); ('maroon ford expedition', 'means_of_transportation')",,"('agent ortiz', 'ford expedition'); ('ford expedition', 'ih-35')","('ortiz', 'agent'); ('ortiz', 'ih-35'); ('ortiz', 'maroon ford expedition')"
51,3,0,0,2,1,0,"('fernando munoz-martinez', 'person'); ('pickup-truck', 'means_of_transportation'); ('interstate 35', 'routes')",,,"('fernando munoz-martinez', 'pickup-truck'); ('fernando munoz-martinez', 'interstate 35')","('pickup-truck', 'interstate 35')",
52,2,5,1,1,7,1,"('fabiola beatriz contreras-puente', 'person'); ('paolo', 'person')","('mexico', 'location'); ('united states', 'location'); ('houston', 'location'); ('san antonio', 'location'); ('$1,000', 'fees')","('$ 1,000', 'fees')","('fabiola beatriz contreras-puente', 'paolo')","('fabiola beatriz contreras-puente', 'mexico'); ('fabiola beatriz contreras-puente', 'united states'); ('paolo', 'mexico'); ('paolo', 'united states'); ('fabiola beatriz contreras-puente', 'houston'); ('fabiola beatriz contreras-puente', 'san antonio'); ('paolo', '$1,000')","('paolo', '$ 1,000')"
53,3,0,0,1,2,0,"('paolo', 'person'); ('contreras-puente', 'person'); ('nuevo laredo, tamaulipas, mexico', 'location')",,,"('paolo', 'nuevo laredo, tamaulipas, mexico')","('paolo', 'contreras-puente'); ('contreras-puente', 'nuevo laredo, tamaulipas, mexico')",
54,0,2,1,0,1,2,,"('border patrol agents', 'person'); ('1982 ford f-150 extended cab pickup truck', 'means_of_transportation')","('garcia', 'person')",,"('border patrol agents', '1982 ford f-150 extended cab pickup truck')","('garcia', 'aliens'); ('garcia', 'san luis, potosi, mexico')"
55,4,0,2,2,3,5,"('miguel alvarez', 'person'); ('undocumented aliens', 'smuggled_items'); ('illegal weapons', 'smuggled_items'); ('nuevo león', 'location')",,"('smuggler', 'person'); ('stash house', 'location')","('miguel alvarez', 'undocumented aliens'); ('miguel alvarez', 'illegal weapons')","('miguel alvarez', 'nuevo león'); ('undocumented aliens', 'nuevo león'); ('illegal weapons', 'nuevo león')","('miguel alvarez', 'smuggler'); ('undocumented aliens', 'interstate 988'); ('illegal weapons', 'stash house'); ('undocumented aliens', 'stash house'); ('stash house', 'nuevo león')"
56,6,0,1,0,9,4,"('june 11, 2009', 'date'); ('victor barberena', 'person'); ('abraham esqueda', 'person'); ('interstate highway 35', 'routes'); ('laredo', 'location'); ('san antonio', 'location')",,"('border patrol agent', 'person')",,"('victor barberena', 'abraham esqueda'); ('victor barberena', 'interstate highway 35'); ('abraham esqueda', 'interstate highway 35'); ('victor barberena', 'laredo'); ('abraham esqueda', 'laredo'); ('victor barberena', 'san antonio'); ('abraham esqueda', 'san antonio'); ('interstate highway 35', 'laredo'); ('interstate highway 35', 'san antonio')","('victor barberena', 'june 11, 2009'); ('abraham esqueda', 'june 11, 2009'); ('victor barberena', 'interstate highway 35{tuple_delimiterborder patrol agents victor barberena was engaged in a roving border patrol on interstate highway 35'); ('abraham esqueda', 'interstate highway 35{tuple_delimiterborder patrol agents abraham esqueda was engaged in a roving border patrol on interstate highway 35')"
57,2,0,1,1,0,0,"('delacruz', 'person'); ('nissan', 'means_of_transportation')",,"('agents', 'person')","('delacruz', 'nissan')",,
58,1,1,0,0,1,0,"('pearsall', 'location')","('exit 101', 'routes')",,,"('pearsall', 'exit 101')",
59,1,0,0,0,0,0,"('1992 ford pickup truck', 'means_of_transportation')",,,,,
60,2,2,1,1,2,0,"('movant', 'person'); ('rio grande river', 'location')","('dominican republic', 'location'); ('hidalgo, texas', 'location')","('hidalgo, texas, port of entry', 'location')","('movant', 'rio grande river')","('movant', 'dominican republic'); ('movant', 'hidalgo, texas')",
61,2,0,1,1,0,1,"('sarah lee', 'person'); ('truck', 'means_of_transportation')",,"('border patrol agent', 'person')","('sarah lee', 'truck')",,"('sarah lee', 'border patrol agent')"
62,1,0,2,0,0,2,"('sofia navarro', 'person')",,"('defendant', 'person'); ('agents', 'person')",,,"('sofia navarro', 'defendant'); ('sofia navarro', 'agents')"
63,4,1,0,4,2,2,"('mcmillon', 'person'); ('williams', 'person'); ('tractor-trailer', 'means_of_transportation'); ('freer, texas', 'location')","('june 12, 2014', 'date')",,"('mcmillon', 'tractor-trailer'); ('williams', 'tractor-trailer'); ('mcmillon', 'freer, texas'); ('williams', 'freer, texas')","('mcmillon', 'williams'); ('tractor-trailer', 'freer, texas')","('mcmillon', 'june 12, 2014'); ('williams', 'june 12, 2014')"
64,2,0,1,1,0,1,"('pena', 'person'); ('williams', 'person')",,"('agent', 'person')","('pena', 'williams')",,"('agent', 'pena')"
65,3,1,0,2,1,0,"('gary haston', 'person'); ('heather vargas', 'person'); ('ih-35', 'routes')","('november 24, 2014', 'date')",,"('gary haston', 'ih-35'); ('heather vargas', 'ih-35')","('gary haston', 'heather vargas')",
66,1,1,0,0,1,0,"('2008 chevrolet truck', 'means_of_transportation')","('flatbed trailer', 'means_of_transportation')",,,"('2008 chevrolet truck', 'flatbed trailer')",
67,3,0,1,0,2,0,"('saldana', 'person'); ('laredo', 'location'); ('dallas', 'location')",,"('officer', 'person')",,"('saldana', 'laredo'); ('saldana', 'dallas')",
68,2,1,1,0,3,0,"('arce-jasso', 'person'); ('i-35', 'routes')","('1996 mercury cougar', 'means_of_transportation')","('1996 mercury cougar', 'person')",,"('arce-jasso', '1996 mercury cougar'); ('arce-jasso', 'i-35'); ('1996 mercury cougar', 'i-35')",
69,1,1,2,0,1,0,"('arce-jasso', 'person')","('agent garcia', 'person')","('agent', 'person'); ('garcia', 'person')",,"('arce-jasso', 'agent garcia')",
70,4,0,0,0,3,0,"('february 18, 1983', 'date'); ('stanley pruszenski', 'person'); ('alfred baron', 'person'); ('interstate highway 35', 'routes')",,,,"('stanley pruszenski', 'alfred baron'); ('stanley pruszenski', 'interstate highway 35'); ('alfred baron', 'interstate highway 35')",
71,2,1,0,0,3,0,"('pruszenski', 'person'); ('pickup truck camper', 'means_of_transportation')","('baron', 'person')",,,"('pruszenski', 'baron'); ('pruszenski', 'pickup truck camper'); ('baron', 'pickup truck camper')",
72,3,0,1,1,2,2,"('diego martínez', 'person'); ('18-wheeler', 'means_of_transportation'); ('march 12, 2024', 'date')",,"('smuggler', 'person')","('diego martínez', '18-wheeler')","('diego martínez', 'march 12, 2024'); ('18-wheeler', 'march 12, 2024')","('diego martínez', 'smuggler'); ('march 12, 2024', 'diego martínez')"
73,2,0,0,1,0,0,"('moreno', 'person'); ('border patrol station', 'location')",,,"('moreno', 'border patrol station')",,
74,2,1,1,0,3,2,"('defendant', 'person'); ('pbso', 'organization')","('cell phone', 'means_of_communication')","('cellphone', 'means_of_communication')",,"('defendant', 'cell phone'); ('pbso', 'cell phone'); ('defendant', 'pbso')","('pbso', 'cellphone'); ('defendant', 'cellphone')"
75,0,1,2,0,0,1,,"('detective gruber', 'person')","('detective', 'person'); ('gruber', 'person')",,,"('detective', 'gruber')"
76,3,0,0,1,0,1,"('lee', 'person'); ('weng yu hui', 'person'); ('1992', 'date')",,,"('lee', 'weng yu hui')",,"('lee', '1992')"
77,1,1,0,0,1,1,"('lee', 'person')","('$15,000', 'fee')",,,"('lee', '$15,000')","('lee', '$ 15,000')"
78,2,0,1,0,0,2,"('galapagos islands, ecuador', 'location'); ('go-fast vessel', 'means_of_transportation')",,"('u.s. coast guard', 'organization')",,,"('u.s. coast guard', 'go-fast vessel'); ('u.s. coast guard', 'galapagos islands, ecuador')"
79,1,0,2,0,0,2,"('sofia martinez', 'person')",,"('hsi', 'organization'); ('defendant', 'person')",,,"('sofia martinez', 'defendant'); ('hsi', 'sofia martinez')"
80,2,1,2,1,2,1,"('mulkins', 'person'); ('san ysidro port of entry', 'location')","('cell phones', 'means_of_communication')","('agent', 'person'); ('five cell phones', 'location')","('mulkins', 'san ysidro port of entry')","('mulkins', 'cell phones'); ('san ysidro port of entry', 'cell phones')","('mulkins', 'agent')"
81,4,0,1,0,5,0,"('jose m. velez', 'person'); ('miguel a. rivera', 'person'); ('guayama, puerto rico', 'location'); ('march 29, 1998', 'date')",,"('prpd', 'organization')",,"('jose m. velez', 'miguel a. rivera'); ('jose m. velez', 'guayama, puerto rico'); ('miguel a. rivera', 'guayama, puerto rico'); ('jose m. velez', 'march 29, 1998'); ('miguel a. rivera', 'march 29, 1998')",
82,0,1,2,0,0,1,,"('detective morales', 'person')","('detective', 'person'); ('morales', 'person')",,,"('detective', 'gruber')"
83,3,0,0,1,0,1,"('lee', 'person'); ('weng yu hui', 'person'); ('1992', 'date')",,,"('lee', 'weng yu hui')",,"('lee', '1992')"
84,0,1,2,0,0,1,,"('detective alvarez', 'person')","('detective', 'person'); ('alvarez', 'person')",,,"('detective', 'alvarez')"
85,3,0,0,0,3,2,"('hector luis prado', 'person'); ('ramon', 'person'); ('2015', 'date')",,,,"('hector luis prado', 'ramon'); ('2015', 'hector luis prado'); ('2015', 'ramon')","('ramon', 'hector luis prado'); ('ramon', '2015')"
86,1,1,0,0,1,1,"('ramon', 'person')","('$10,000', 'fee')",,,"('ramon', '$10,000')","('ramon', '$ 10,000')"
87,2,0,1,0,1,2,"('speedboat', 'means_of_transportation'); ('isla clarión, mexico', 'location')",,"('mexican navy', 'organization')",,"('speedboat', 'isla clarión, mexico')","('mexican navy', 'speedboat'); ('mexican navy', 'isla clarión, mexico')"
88,1,0,2,0,1,2,"('lucia mendoza', 'person')",,"('ina', 'organization'); ('defendant', 'person')",,"('lucia mendoza', 'ina')","('lucia mendoza', 'defendant'); ('ina', 'lucia mendoza')"
89,1,2,3,0,2,2,"('matamoros port of entry', 'location')","('agent herrera', 'person'); ('satellite phones', 'means_of_communication')","('agent', 'person'); ('herrera', 'person'); ('five satellite phones', 'location')",,"('agent herrera', 'matamoros port of entry'); ('agent herrera', 'satellite phones')","('herrera', 'agent'); ('herrera', 'matamoros port of entry')"
90,5,1,0,0,7,0,"('elena torres', 'person'); ('manuel ruiz', 'person'); ('april 17, 2009', 'date'); ('baja state police', 'organization'); ('ensenada, mexico', 'location')","('maritime unit', 'location')",,,"('elena torres', 'manuel ruiz'); ('elena torres', 'baja state police'); ('manuel ruiz', 'baja state police'); ('elena torres', 'maritime unit'); ('manuel ruiz', 'maritime unit'); ('baja state police', 'maritime unit'); ('maritime unit', 'ensenada, mexico')",
91,2,1,0,1,2,0,"('panga-style boat', 'means_of_transportation'); ('ponto beach', 'location')","('carlsbad', 'location')",,"('panga-style boat', 'ponto beach')","('panga-style boat', 'carlsbad'); ('ponto beach', 'carlsbad')",
92,1,1,1,0,1,1,"('van', 'means_of_transportation')","('rancho palos verdes, calif.', 'location')","('rancho palos verdes', 'location')",,"('van', 'rancho palos verdes, calif.')","('van', 'rancho palos verdes')"
93,1,4,1,0,4,1,"('cargo van', 'means_of_transportation')","('boat', 'means_of_transportation'); ('carlsbad', 'location'); ('anaheim, calif.', 'location'); ('mexico', 'location')","('anaheim, california', 'location')",,"('boat', 'carlsbad'); ('cargo van', 'anaheim, calif.'); ('boat', 'mexico'); ('cargo van', 'boat')","('cargo van', 'anaheim, california')"
94,2,0,0,1,0,0,"('mario echeverria', 'person'); ('tijuana, mexico', 'location')",,,"('mario echeverria', 'tijuana, mexico')",,
95,0,1,1,0,0,1,,"('california', 'location')","('california coastline', 'location')",,,"('usbp', 'california coastline')"
96,0,2,2,0,1,1,,"('san diego', 'location'); ('coronado', 'location')","('agents', 'person'); ('san diego bay', 'location')",,"('san diego', 'coronado')","('agents', 'san diego bay')"
97,0,1,1,0,0,1,,"('san diego', 'location')","('downtown san diego', 'location')",,,"('joint harbor operation center', 'downtown san diego')"
98,2,1,2,0,2,2,"('white pickup truck', 'means_of_transportation'); ('boat trailer', 'means_of_transportation')","('shelter island', 'location')","('vessel', 'means_of_transportation'); ('shelter island boat dock', 'location')",,"('shelter island', 'white pickup truck'); ('white pickup truck', 'boat trailer')","('vessel', 'shelter island boat dock'); ('white pickup truck', 'shelter island boat dock')"
99,1,4,1,0,7,1,"('vessel', 'means_of_transportation')","('mexican nationals', 'person'); ('guatemalan national', 'person'); ('salvadoran national', 'person'); ('u.s.', 'location')","('agents', 'person')",,"('mexican nationals', 'vessel'); ('guatemalan national', 'vessel'); ('salvadoran national', 'vessel'); ('mexican nationals', 'u.s.'); ('guatemalan national', 'u.s.'); ('salvadoran national', 'u.s.'); ('vessel', 'u.s.')","('agents', 'vessel')"
100,3,0,0,1,2,0,"('crew', 'person'); ('26-foot pursuit', 'means_of_transportation'); ('bimini, bahamas', 'location')",,,"('26-foot pursuit', 'bimini, bahamas')","('crew', '26-foot pursuit'); ('crew', 'bimini, bahamas')",
101,0,1,1,0,0,0,,"('two suspected smugglers', 'person')","('suspected smugglers', 'person')",,,
102,2,2,0,1,3,0,"('be-350 multi-role enforcement aircraft', 'means_of_transportation'); ('southern california coast', 'location')","('mexico', 'location'); ('united states', 'location')",,"('be-350 multi-role enforcement aircraft', 'southern california coast')","('southern california coast', 'mexico'); ('southern california coast', 'united states'); ('mexico', 'united states')",
