Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
24,2,2,3,7,2,3,"('air and marine operations (amo)', 'organization'); ('san diego, california', 'location')","('jint harror operations center', 'jhoc)'); ('s-foot bayliner pleasure craft', 'means_of_transportation')","('24-foot bayliner pleasure craft', 'means_of_transportation'); ('california', 'location'); ('joint harbor operations center (jhoc)', 'organization')","('24-foot bayliner pleasure craft', 'air and marine operations (amo)'); ('24-foot bayliner pleasure craft', 'california'); ('24-foot bayliner pleasure craft', 'san diego, california'); ('air and marine operations (amo)', 'california'); ('california', 'joint harbor operations center (jhoc)'); ('california', 'san diego, california'); ('joint harbor operations center (jhoc)', 'san diego, california')","('coifornia', 'location'); ('joint harbor operations center (jhoc)', 'san-foot bayliner pleasure craft')","('24-foot bayliner pleasure craft', 'joint harbor operations center (jhoc)'); ('air and marine operations (amo)', 'joint harbor operations center (jhoc)'); ('air and marine operations (amo)', 'san diego, california')"
25,3,1,1,6,0,0,"('isla clarión, mexico', 'location'); ('mexican navy', 'organization'); ('speedboat', 'means_of_transportation')","('is seas', 'location')","('high seas', 'location')","('high seas', 'isla clarión, mexico'); ('high seas', 'mexican navy'); ('high seas', 'speedboat'); ('isla clarión, mexico', 'mexican navy'); ('isla clarión, mexico', 'speedboat'); ('mexican navy', 'speedboat')",,
26,3,1,1,3,1,3,"('durant', 'person'); ('trailer', 'means_of_transportation'); ('truck', 'means_of_transportation')","('ilens', 'person')","('aliens', 'person')","('aliens', 'durant'); ('durant', 'truck'); ('trailer', 'truck')","('aliens', 'trucker')","('aliens', 'trailer'); ('aliens', 'truck'); ('durant', 'trailer')"
27,4,1,1,8,1,2,"('china', 'location'); ('defendant', 'person'); ('miss fu mei chen', 'person'); ('united states', 'location')","('misss', 'person')","('others', 'person')","('china', 'defendant'); ('china', 'miss fu mei chen'); ('china', 'others'); ('defendant', 'others'); ('defendant', 'united states'); ('miss fu mei chen', 'others'); ('miss fu mei chen', 'united states'); ('others', 'united states')","('united states', 'unitina')","('china', 'united states'); ('defendant', 'miss fu mei chen')"
28,2,2,2,3,1,3,"('antonio hurtado', 'person'); ('three people', 'person')","('antonio hurtado', 'doomed vessel'); ('m migrants', 'person')","('32 migrants', 'person'); ('doomed vessel', 'means_of_transportation')","('32 migrants', 'antonio hurtado'); ('32 migrants', 'three people'); ('antonio hurtado', 'three people')","('32 migrants', '32omed vessel')","('32 migrants', 'doomed vessel'); ('antonio hurtado', 'doomed vessel'); ('doomed vessel', 'three people')"
29,5,2,2,20,0,1,"('aliens', 'person'); ('haiti', 'location'); ('sri lanka', 'location'); ('turks and caicos islands', 'location'); ('united states', 'location')","('b bahamas', 'location'); ('chlliah', 'person')","('chelliah', 'person'); ('the bahamas', 'location')","('aliens', 'chelliah'); ('aliens', 'haiti'); ('aliens', 'sri lanka'); ('aliens', 'the bahamas'); ('aliens', 'turks and caicos islands'); ('aliens', 'united states'); ('chelliah', 'sri lanka'); ('chelliah', 'the bahamas'); ('chelliah', 'turks and caicos islands'); ('chelliah', 'united states'); ('haiti', 'sri lanka'); ('haiti', 'the bahamas'); ('haiti', 'turks and caicos islands'); ('haiti', 'united states'); ('sri lanka', 'the bahamas'); ('sri lanka', 'turks and caicos islands'); ('sri lanka', 'united states'); ('the bahamas', 'turks and caicos islands'); ('the bahamas', 'united states'); ('turks and caicos islands', 'united states')",,"('chelliah', 'haiti')"
30,4,1,3,13,0,3,"('chapa', 'person'); ('illegal aliens', 'person'); ('jesus pacheco-pina', 'person'); ('laredo', 'location')","('south texas brlocation', 'region through which brush jesus pacheco-pina led a group of illegal aliens to avoid a border patrol checkpoint near laredo as they moved farther north into the united states)


(""entity""')","('border patrol checkpoint', 'location'); ('south texas', 'location'); ('united states', 'location')","('border patrol checkpoint', 'illegal aliens'); ('border patrol checkpoint', 'laredo'); ('border patrol checkpoint', 'south texas'); ('border patrol checkpoint', 'united states'); ('chapa', 'jesus pacheco-pina'); ('illegal aliens', 'laredo'); ('illegal aliens', 'south texas'); ('illegal aliens', 'united states'); ('jesus pacheco-pina', 'laredo'); ('jesus pacheco-pina', 'south texas'); ('jesus pacheco-pina', 'united states'); ('laredo', 'south texas'); ('laredo', 'united states')",,"('border patrol checkpoint', 'jesus pacheco-pina'); ('illegal aliens', 'jesus pacheco-pina'); ('south texas', 'united states')"
31,4,1,1,10,0,0,"('14 individuals', 'person'); ('air and marine operations', 'organization'); ('homeland security investigations', 'organization'); ('marine task force', 'organization')","('usb.s. border patrol', 'ents')","('u.s. border patrol agents', 'person')","('14 individuals', 'air and marine operations'); ('14 individuals', 'homeland security investigations'); ('14 individuals', 'marine task force'); ('14 individuals', 'u.s. border patrol agents'); ('air and marine operations', 'homeland security investigations'); ('air and marine operations', 'marine task force'); ('air and marine operations', 'u.s. border patrol agents'); ('homeland security investigations', 'marine task force'); ('homeland security investigations', 'u.s. border patrol agents'); ('marine task force', 'u.s. border patrol agents')",,
32,1,2,1,0,0,1,"('boat', 'means_of_transportation')","('mwo men', 'person'); ('two men', 'boat')","('two men', 'person')",,,"('boat', 'two men')"
33,4,0,1,2,2,2,"('illegal immigrants', 'person'); ('relatives', 'person'); ('smugglers', 'person'); ('united states', 'location')",,"('friends', 'person')","('illegal immigrants', 'united states'); ('relatives', 'smugglers')","('fugglers', 'illegal immigrants'); ('ilriends', 'smugglers')","('friends', 'smugglers'); ('illegal immigrants', 'smugglers')"
34,0,1,1,0,0,0,,"('thguns', 'smuggled_items')","('handguns', 'smuggled_items')",,,
35,3,1,0,1,0,1,"('18-wheeler', 'means_of_transportation'); ('sai deshpande', 'person'); ('smuggler', 'person')","('sai deshpande', 'smuggler')",,"('18-wheeler', 'sai deshpande')",,"('sai deshpande', 'smuggler')"
36,7,2,2,21,3,4,"('children', 'person'); ('el salvador', 'location'); ('guatemala', 'location'); ('honduras', 'location'); ('human smuggling organization', 'organization'); ('mexico', 'location'); ('united states', 'location')","('homero zamorano', 'jr.'); ('unitults', 'person')","('adults', 'person'); ('homero zamorano, jr.', 'person')","('adults', 'el salvador'); ('adults', 'honduras'); ('adults', 'mexico'); ('children', 'el salvador'); ('children', 'guatemala'); ('children', 'homero zamorano, jr.'); ('children', 'honduras'); ('children', 'human smuggling organization'); ('children', 'mexico'); ('children', 'united states'); ('el salvador', 'homero zamorano, jr.'); ('el salvador', 'human smuggling organization'); ('guatemala', 'homero zamorano, jr.'); ('guatemala', 'human smuggling organization'); ('homero zamorano, jr.', 'honduras'); ('homero zamorano, jr.', 'human smuggling organization'); ('homero zamorano, jr.', 'mexico'); ('homero zamorano, jr.', 'united states'); ('honduras', 'human smuggling organization'); ('human smuggling organization', 'mexico'); ('human smuggling organization', 'united states')","('adults', 'aduman smuggling organization'); ('adults', 'childatemala'); ('childults', 'united states')","('adults', 'guatemala'); ('adults', 'homero zamorano, jr.'); ('adults', 'human smuggling organization'); ('adults', 'united states')"
37,1,2,2,0,1,1,"('el salvador', 'location')","('elatemalan', 'location'); ('me. mejia-morales', 'person')","('guatemala', 'location'); ('mr. mejia-morales', 'person')",,"('guatemala', 'mr. mejia-morales')","('guatemalan', 'mr. mejia-morales')"
38,0,3,3,2,0,1,,"('cheolen chevy tahoe', 'means_of_transportation'); ('cheuston', 'location'); ('hoolen chevy tahoe', 'houston')","('houston', 'location'); ('south texas', 'location'); ('stolen chevy tahoe', 'means_of_transportation')","('houston', 'south texas'); ('south texas', 'stolen chevy tahoe')",,"('houston', 'stolen chevy tahoe')"
39,3,2,4,2,2,7,"('be-350 multi-role enforcement aircraft', 'means_of_transportation'); ('lights out vessel', 'means_of_transportation'); ('southern california coast', 'location')","('mitime boundary line', 'location'); ('sd diego air & marine branch', 'organization')","('maritime boundary line', 'location'); ('mexico', 'location'); ('san diego air & marine branch', 'organization'); ('united states', 'location')","('be-350 multi-role enforcement aircraft', 'san diego air & marine branch'); ('maritime boundary line', 'united states')","('bes out vessel', 'southern california coast'); ('lightitime boundary line', 'mexico')","('be-350 multi-role enforcement aircraft', 'lights out vessel'); ('be-350 multi-role enforcement aircraft', 'southern california coast'); ('lights out vessel', 'maritime boundary line'); ('lights out vessel', 'southern california coast'); ('maritime boundary line', 'mexico'); ('maritime boundary line', 'southern california coast'); ('mexico', 'united states')"
40,4,0,0,5,1,1,"('fm 2050', 'routes'); ('freeman', 'person'); ('houston', 'location'); ('laredo', 'location')",,,"('fm 2050', 'freeman'); ('fm 2050', 'houston'); ('freeman', 'houston'); ('freeman', 'laredo'); ('houston', 'laredo')","('hoaredo', 'l 2050')","('fm 2050', 'laredo')"
41,3,2,1,5,0,1,"('contreras de velasquez', 'person'); ('female passenger', 'person'); ('undocumented woman', 'person')","('bictoria, texas', 'location'); ('contreras de velasquez', 'female passenger')","('victoria, texas', 'location')","('contreras de velasquez', 'undocumented woman'); ('contreras de velasquez', 'victoria, texas'); ('female passenger', 'undocumented woman'); ('female passenger', 'victoria, texas'); ('undocumented woman', 'victoria, texas')",,"('contreras de velasquez', 'female passenger')"
42,1,2,2,3,0,0,"('elena morales', 'person')","('che-45', 'routes'); ('cheark green chevy tahoe', 'means_of_transportation')","('dark green chevy tahoe', 'means_of_transportation'); ('sr-45', 'routes')","('dark green chevy tahoe', 'elena morales'); ('dark green chevy tahoe', 'sr-45'); ('elena morales', 'sr-45')",,
43,0,2,1,0,0,1,,"('mree migrants', 'person'); ('three migrants', 'foore')","('three migrants', 'person')",,,"('shore', 'three migrants')"
44,2,0,0,1,0,0,"('diaz-galiana', 'person'); ('ice', 'organization')",,,"('diaz-galiana', 'ice')",,
45,1,2,1,0,0,1,"('ricardo rodriguez', 'person')","('ricardo rodriguez', 'two individuals'); ('trwo moreividuals', 'person')","('two individuals', 'person')",,,"('ricardo rodriguez', 'two individuals')"
46,0,4,4,3,2,3,,"('garsall', 'location'); ('p 101', 'locationutes'); ('pehicle', 'means_of_transportation'); ('vehicle', 'pearsall')","('exit 101', 'routes'); ('gas station', 'location'); ('pearsall', 'location'); ('vehicle', 'means_of_transportation')","('exit 101', 'vehicle'); ('gas station', 'pearsall'); ('gas station', 'vehicle')","('gas station', 'pe 101'); ('pe 101', 'pearsall')","('exit 101', 'gas station'); ('exit 101', 'pearsall'); ('pearsall', 'vehicle')"
47,1,3,3,4,1,2,"('mexican hotel room', 'location')","('alidocumented aliens', 'person'); ('bexico', 'location'); ('med states', 'location')","('mexico', 'location'); ('undocumented aliens', 'person'); ('united states', 'location')","('mexican hotel room', 'mexico'); ('mexican hotel room', 'undocumented aliens'); ('mexico', 'undocumented aliens'); ('undocumented aliens', 'united states')","('munited states', 'unitexican hotel room')","('mexican hotel room', 'united states'); ('mexico', 'united states')"
48,1,2,2,1,1,1,"('border patrol agents', 'person')","('nexican nationals', 'person'); ('ued states', 'location')","('mexican nationals', 'person'); ('united states', 'location')","('border patrol agents', 'mexican nationals')","('bexican nationals', 'united states')","('mexican nationals', 'united states')"
49,3,2,2,5,3,5,"('crew', 'person'); ('martinez', 'person'); ('san quintín, mexico', 'location')","('be beach', 'location'); ('remoteigid-hull boats', 'means_of_transportation')","('remote beach', 'location'); ('rigid-hull boats', 'means_of_transportation')","('crew', 'martinez'); ('martinez', 'remote beach'); ('remote beach', 'rigid-hull boats'); ('remote beach', 'san quintín, mexico'); ('rigid-hull boats', 'san quintín, mexico')","('crew', 'rr beach'); ('crew', 'rr quintín, mexico'); ('rigid-hull boats', 'rw')","('crew', 'remote beach'); ('crew', 'rigid-hull boats'); ('crew', 'san quintín, mexico'); ('martinez', 'rigid-hull boats'); ('martinez', 'san quintín, mexico')"
50,2,2,3,0,1,0,"('mejia-orosco', 'person'); ('san antonio', 'location')","('aliaredo international airport', 'location'); ('los antonio internationallocation', 'a place in texas where paz-ortega and cruz-morales flew to airport room whose key was provided by mejia-orosco)


(""entity""')","('cruz-morales', 'person'); ('laredo international airport', 'location'); ('paz-ortega', 'person')",,"('cruz-morales', 'mejia-orosco')",
51,3,1,0,2,0,1,"('34 people', 'person'); ('federal agents', 'person'); ('oregon coastline', 'location')","('federal agents', '34 people')",,"('34 people', 'oregon coastline'); ('federal agents', 'oregon coastline')",,"('34 people', 'federal agents')"
52,1,0,0,0,0,0,"('alvarez', 'person')",,,,,
